scenario,scenarioLabel,throttlingProfile,throttlingLabel,runIndex,timestamp,coldPayloadKB,coldRequests,cold_htmlDocumentKB,cold_jsPayloadKB,cold_apiPayloadKB,cold_cssPayloadKB,cold_staticAssetKB,warmNavigationMs,warmPayloadKB,warmRequests,warmCachedRequests,warmNetworkRequests,warmNetworkPayloadKB,warm_htmlDocumentKB,warm_jsPayloadKB,warm_apiPayloadKB,warm_cssPayloadKB,warm_staticAssetKB,warmTtfbMs,warmDomContentLoadedMs,warmTransferSizeBytes,cacheHitRate,payloadReductionPct
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),36,2026-04-01T08:57:42.734Z,1120.81,130,14.96,755.63,236.73,25.81,87.67,2836,78.98,127,6,121,78.98,0.47,3.42,17.1,0,57.99,0.0999999940395355,98.80000001192091,0,4.7,93.0
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),37,2026-04-01T08:58:38.229Z,1203.77,132,15.05,755.75,237.07,25.81,170.08,12134,78.44,127,6,121,78.44,0.4,2.06,16.68,0,59.3,0.0999999940395355,61.20000001788139,0,4.7,93.5
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),38,2026-04-01T08:59:33.522Z,1109.18,127,14.98,755.69,237.08,25.81,75.63,14262,12.01,120,6,114,12.01,0.4,0.69,10.93,0,0.0,0.0,98.59999999403954,0,5.0,98.9
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),39,2026-04-01T09:00:17.911Z,1134.91,130,14.95,755.86,237.17,25.81,101.12,12363,69.06,124,6,118,69.06,0.4,0.69,16.39,0,51.59,0.0999999940395355,67.60000002384186,0,4.8,93.9
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),40,2026-04-01T09:01:14.849Z,1274.75,131,15.07,755.77,236.62,25.85,241.44,13163,195.17,128,6,122,195.17,0.4,1.35,16.46,0,176.95,0.0,69.69999998807907,0,4.7,84.7
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),41,2026-04-01T09:02:02.165Z,1226.18,131,14.96,755.77,236.54,25.81,193.11,3437,113.8,134,6,128,113.8,0.47,2.75,17.14,0,93.45,0.0,141.10000002384186,0,4.5,90.7
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),42,2026-04-01T09:02:38.804Z,1193.7,127,15.04,755.66,236.87,25.8,160.32,3337,155.6,127,6,121,155.6,0.4,2.06,17.3,0,135.84,0.199999988079071,138.5,0,4.7,87.0
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),43,2026-04-01T09:03:14.512Z,1153.53,131,14.95,755.62,236.84,25.81,120.32,3207,103.45,126,6,120,103.45,0.4,0.68,16.66,0,85.71,0.2999999821186065,67.7000000178814,0,4.8,91.0
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),44,2026-04-01T09:03:50.129Z,1122.95,130,14.98,755.78,236.57,25.88,89.73,3745,11.33,119,6,113,11.33,0.4,0.0,10.93,0,0.0,0.0,67.5,0,5.0,99.0
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),45,2026-04-01T09:04:26.734Z,1167.22,129,15.04,755.84,236.76,25.85,133.74,2629,53.31,125,6,119,53.31,0.4,3.42,16.72,0,32.77,0.0,107.40000000596046,0,4.8,95.4
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),46,2026-04-01T09:05:00.915Z,1124.5,130,15.01,755.74,236.68,25.85,91.23,3272,97.88,125,6,119,97.88,0.4,2.05,16.79,0,78.63,0.0,91.90000000596046,0,4.8,91.3
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),47,2026-04-01T09:05:35.066Z,1088.63,125,15.04,755.76,231.18,25.84,60.81,2589,146.38,128,6,122,146.38,0.4,0.0,17.44,0,128.53,0.0999999940395355,68.40000000596046,0,4.7,86.6
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),48,2026-04-01T09:06:09.276Z,1121.09,130,14.97,755.72,236.65,25.85,87.91,2372,17.23,125,11,114,17.23,0.4,0.0,16.83,0,0.0,0.199999988079071,59.79999998211861,0,8.8,98.5
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),49,2026-04-01T09:06:48.388Z,1256.63,131,14.99,755.7,236.72,25.85,223.38,4451,82.75,123,6,117,82.75,0.4,0.0,16.85,0,65.51,0.0,67.60000002384186,0,4.9,93.4
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),50,2026-04-01T09:07:24.012Z,1105.41,126,15.04,755.62,236.47,25.81,72.46,4418,133.79,126,6,120,133.79,0.4,0.68,16.91,0,115.8,0.0,67.7000000178814,0,4.8,87.9
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),1,2026-04-01T09:50:18.231Z,842.92,102,18.52,566.94,106.37,61.09,77.39,1881,39.49,94,2,92,39.49,18.48,1.85,19.17,0,0.0,789.7999999821186,873.4000000059605,14481,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),2,2026-04-01T09:50:45.047Z,843.09,102,18.44,567.06,106.38,61.14,77.44,1279,39.5,94,2,92,39.5,18.48,1.85,19.17,0,0.0,190.5,272.09999999403954,14479,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),3,2026-04-01T09:51:12.372Z,842.98,102,18.46,566.94,106.38,61.15,77.44,1819,41.65,94,2,92,41.65,18.57,3.92,19.17,0,0.0,587.6999999880791,710.1999999880791,14487,2.1,95.1
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),4,2026-04-01T09:51:39.211Z,842.99,102,18.44,566.94,106.38,61.18,77.44,1297,39.49,94,2,92,39.49,18.46,1.85,19.17,0,0.0,208.4000000059605,289.09999999403954,14483,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),5,2026-04-01T09:52:06.211Z,842.96,102,18.45,566.93,106.39,61.19,77.39,1488,41.38,94,2,92,41.38,18.44,3.78,19.16,0,0.0,271.69999998807907,481.59999999403954,14476,2.1,95.1
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),6,2026-04-01T09:52:33.259Z,843.07,102,18.49,567.0,106.38,61.2,77.39,1433,42.97,94,2,92,42.97,18.52,5.28,19.17,0,0.0,233.7000000178814,432.1999999880791,14479,2.1,94.9
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),7,2026-04-01T09:53:00.228Z,842.91,102,18.47,566.88,106.38,61.18,77.39,1288,39.51,94,2,92,39.51,18.49,1.85,19.17,0,0.0,202.3999999761581,280.40000000596046,14484,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),8,2026-04-01T09:53:27.227Z,843.13,102,18.51,567.15,106.38,61.1,77.38,1378,40.86,94,2,92,40.86,18.45,3.25,19.17,0,0.0,227.2000000178814,369.90000000596046,14481,2.1,95.2
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),9,2026-04-01T09:53:54.144Z,843.49,102,18.54,567.25,106.39,61.24,77.44,1295,39.47,94,2,92,39.47,18.44,1.85,19.17,0,0.0,202.19999998807907,286.40000000596046,14483,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),10,2026-04-01T09:54:20.973Z,843.42,102,18.47,567.26,106.39,61.25,77.44,1344,39.54,94,2,92,39.54,18.51,1.85,19.17,0,0.0,257.2000000178814,337.80000001192093,14478,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),11,2026-04-01T09:54:47.856Z,843.43,102,18.51,567.27,106.39,61.25,77.39,1329,39.46,94,2,92,39.46,18.45,1.85,19.17,0,0.0,238.10000002384183,322.30000001192093,14478,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),12,2026-04-01T09:55:14.669Z,843.38,102,18.5,567.24,106.38,61.24,77.39,1298,39.53,94,2,92,39.53,18.51,1.85,19.17,0,0.0,205.9000000059605,290.30000001192093,14478,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),13,2026-04-01T09:55:41.479Z,843.32,102,18.43,567.26,106.38,61.24,77.39,1307,39.54,94,2,92,39.54,18.52,1.85,19.17,0,0.0,213.19999998807907,298.19999998807907,14477,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),14,2026-04-01T09:56:08.310Z,843.51,102,18.59,567.28,106.39,61.24,77.39,1327,39.55,94,2,92,39.55,18.53,1.85,19.17,0,0.0,238.19999998807907,320.89999997615814,14482,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),15,2026-04-01T09:56:35.405Z,843.54,102,18.57,567.28,106.38,61.25,77.45,1303,39.55,94,2,92,39.55,18.52,1.85,19.17,0,0.0,211.2999999821186,295.0,14481,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),16,2026-04-01T09:57:03.561Z,847.51,103,18.45,567.23,106.38,61.25,77.39,1563,39.48,94,2,92,39.48,18.46,1.85,19.17,0,0.0,476.5,556.4000000059605,14483,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),17,2026-04-01T09:57:30.498Z,843.38,102,18.43,567.27,106.38,61.25,77.44,1353,41.4,94,2,92,41.4,18.46,3.78,19.17,0,0.0,226.5,345.7000000178814,14481,2.1,95.1
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),18,2026-04-01T09:57:57.501Z,843.39,102,18.45,567.29,106.39,61.25,77.39,1375,39.5,94,2,92,39.5,18.48,1.85,19.17,0,0.0,287.2000000178814,367.1999999880791,14478,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),19,2026-04-01T09:58:24.446Z,843.35,102,18.47,567.27,106.37,61.24,77.39,1386,40.17,94,2,92,40.17,18.48,2.54,19.16,0,0.0,273.7999999821186,377.40000000596046,14483,2.1,95.2
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),20,2026-04-01T09:58:51.263Z,843.25,102,18.46,567.27,106.37,61.2,77.33,1336,42.27,94,2,92,42.27,18.47,4.59,19.21,0,0.0,213.30000001192093,327.5,14475,2.1,95.0
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),21,2026-04-01T09:59:18.265Z,843.03,102,18.46,567.1,106.38,61.09,77.39,1324,40.2,94,2,92,40.2,18.5,2.54,19.17,0,0.0,209.09999999403956,315.7000000178814,14475,2.1,95.2
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),22,2026-04-01T09:59:45.100Z,843.17,102,18.51,567.15,106.38,61.14,77.38,1319,39.47,94,2,92,39.47,18.45,1.85,19.17,0,0.0,208.0,291.80000001192093,14479,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),23,2026-04-01T10:00:12.084Z,847.51,103,18.5,567.19,106.37,61.24,77.39,1372,39.46,94,2,92,39.46,18.44,1.85,19.16,0,0.0,280.39999997615814,364.3000000119209,14473,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),24,2026-04-01T10:00:39.016Z,843.43,102,18.49,567.25,106.38,61.24,77.44,1291,39.49,94,2,92,39.49,18.46,1.85,19.17,0,0.0,201.7999999821186,284.5,14475,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),25,2026-04-01T10:01:05.826Z,843.29,102,18.45,567.22,106.38,61.25,77.39,1333,39.43,94,2,92,39.43,18.42,1.85,19.16,0,0.0,243.7999999821186,325.69999998807907,14473,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),26,2026-04-01T10:01:33.179Z,843.25,102,18.52,567.27,106.38,61.1,77.38,1265,39.51,94,2,92,39.51,18.48,1.85,19.17,0,0.0,175.7000000178814,259.7999999821186,14467,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),27,2026-04-01T10:02:00.003Z,843.31,102,18.48,567.21,106.39,61.25,77.39,1310,39.56,94,2,92,39.56,18.54,1.85,19.17,0,0.0,218.69999998807907,302.7999999821186,14477,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),28,2026-04-01T10:02:26.927Z,843.18,102,18.52,567.2,106.39,61.09,77.38,1431,40.19,94,2,92,40.19,18.48,2.54,19.17,0,0.0,254.4000000059605,423.3000000119209,14477,2.1,95.2
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),29,2026-04-01T10:02:53.852Z,843.22,102,18.47,567.21,106.39,61.09,77.44,1357,40.81,94,2,92,40.81,18.42,3.22,19.17,0,0.0,234.80000001192093,350.2999999821186,14475,2.1,95.2
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),30,2026-04-01T10:03:20.705Z,843.18,102,18.42,567.19,106.37,61.2,77.39,1366,41.42,94,2,92,41.42,18.49,3.76,19.16,0,0.0,235.80000001192093,357.19999998807907,14477,2.1,95.1
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),31,2026-04-01T10:03:47.761Z,843.24,102,18.46,567.21,106.32,61.19,77.44,1414,41.59,94,2,92,41.59,18.53,3.91,19.16,0,0.0,288.2999999821186,407.2999999821186,14474,2.1,95.1
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),32,2026-04-01T10:04:14.692Z,843.14,102,18.43,567.18,106.33,61.2,77.38,1350,42.22,94,2,92,42.22,18.46,4.59,19.17,0,0.0,245.0,341.80000001192093,14486,2.1,95.0
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),33,2026-04-01T10:04:41.868Z,843.15,102,18.47,567.2,106.33,61.14,77.38,1507,41.52,94,2,92,41.52,18.44,3.91,19.17,0,0.0,287.90000000596046,414.40000000596046,14480,2.1,95.1
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),34,2026-04-01T10:05:08.686Z,843.16,102,18.43,567.21,106.34,61.19,77.38,1308,39.61,94,2,92,39.61,18.54,1.85,19.22,0,0.0,217.69999998807907,300.40000000596046,14485,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),35,2026-04-01T10:05:36.259Z,843.26,102,18.46,567.26,106.33,61.15,77.45,1314,39.48,94,2,92,39.48,18.46,1.85,19.17,0,0.0,224.09999999403956,305.59999999403954,14471,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),36,2026-04-01T10:06:03.419Z,843.17,102,18.46,567.26,106.32,61.14,77.38,1573,39.46,94,2,92,39.46,18.45,1.85,19.16,0,0.0,485.0,567.0999999940395,14477,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),37,2026-04-01T10:06:32.320Z,843.34,102,18.57,567.21,106.33,61.24,77.38,3328,48.14,97,2,95,48.14,18.47,1.85,19.41,0,0.0,268.69999998807907,351.40000000596046,14475,2.1,94.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),38,2026-04-01T10:06:59.332Z,843.2,102,18.47,567.2,106.34,61.19,77.38,1442,39.54,94,2,92,39.54,18.53,1.85,19.16,0,0.0,351.09999999403954,434.5,14475,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),39,2026-04-01T10:07:26.377Z,843.25,102,18.51,567.24,106.32,61.19,77.38,1421,39.48,94,2,92,39.48,18.47,1.85,19.16,0,0.0,333.09999999403954,415.09999999403954,14474,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),40,2026-04-01T10:07:53.315Z,843.2,102,18.51,567.2,106.32,61.19,77.38,1411,40.25,94,2,92,40.25,18.54,2.54,19.17,0,0.0,295.40000000596046,403.3000000119209,14475,2.1,95.2
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),41,2026-04-01T10:08:20.185Z,843.09,102,18.46,567.19,106.32,61.14,77.38,1341,40.03,94,2,92,40.03,18.48,2.39,19.16,0,0.0,218.80000001192093,332.2000000178814,14475,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),42,2026-04-01T10:08:47.424Z,843.29,102,18.5,567.26,106.33,61.2,77.38,1484,44.33,94,2,92,44.33,18.52,6.65,19.17,0,0.0,269.19999998807907,392.2999999821186,14477,2.1,94.7
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),43,2026-04-01T10:09:14.563Z,843.12,102,18.48,567.22,106.33,61.09,77.38,1491,42.09,94,2,92,42.09,18.48,4.45,19.17,0,0.0,258.19999998807907,375.0,14477,2.1,95.0
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),44,2026-04-01T10:09:41.771Z,843.09,102,18.45,567.21,106.33,61.1,77.38,1492,40.82,94,2,92,40.82,18.43,3.22,19.16,0,0.0,254.4000000059605,377.40000000596046,14475,2.1,95.2
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),45,2026-04-01T10:10:08.635Z,843.09,102,18.42,567.21,106.33,61.15,77.38,1327,40.24,94,2,92,40.24,18.54,2.54,19.17,0,0.0,212.9000000059605,320.0,14479,2.1,95.2
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),46,2026-04-01T10:10:35.991Z,843.18,102,18.44,567.28,106.32,61.15,77.38,1609,39.47,94,2,92,39.47,18.46,1.85,19.16,0,0.0,538.2000000178814,619.7000000178814,14476,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),47,2026-04-01T10:11:02.946Z,843.26,102,18.46,567.29,106.32,61.19,77.38,1469,39.53,94,2,92,39.53,18.52,1.85,19.16,0,0.0,376.60000002384186,461.09999999403954,14477,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),48,2026-04-01T10:11:29.646Z,843.11,102,18.47,567.18,106.32,61.15,77.38,1323,39.55,94,2,92,39.55,18.54,1.85,19.16,0,0.0,230.3999999761581,315.09999999403954,14476,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),49,2026-04-01T10:11:56.590Z,843.22,102,18.47,567.28,106.32,61.15,77.38,1394,39.54,94,2,92,39.54,18.53,1.85,19.16,0,0.0,302.59999999403954,385.7999999821186,14476,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),50,2026-04-01T10:12:23.713Z,843.16,102,18.47,567.24,106.32,61.14,77.38,1449,39.46,94,2,92,39.46,18.45,1.85,19.16,0,0.0,189.9000000059605,312.80000001192093,14474,2.1,95.3
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),1,2026-04-01T10:56:50.688Z,862.74,108,17.36,574.62,106.88,72.33,78.93,1366,39.21,100,4,96,39.21,17.26,2.54,19.42,0,0.0,100.30000001192091,293.2999999821186,13232,4.0,95.5
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),2,2026-04-01T10:57:19.019Z,862.63,108,17.35,574.58,106.88,72.28,78.92,1507,42.02,100,4,96,42.02,17.34,5.27,19.41,0,0.0,250.3999999761581,422.09999999403954,13237,4.0,95.1
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),3,2026-04-01T10:57:46.958Z,862.84,108,17.42,574.68,106.88,72.32,78.93,1423,40.7,100,4,96,40.7,17.37,3.9,19.42,0,0.0,170.40000000596046,286.59999999403954,13234,4.0,95.3
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),4,2026-04-01T10:58:14.720Z,862.7,108,17.35,574.59,106.88,72.33,78.93,1288,39.05,100,4,96,39.05,17.25,2.39,19.41,0,0.0,142.0,280.59999999403954,13237,4.0,95.5
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),5,2026-04-01T10:58:42.498Z,862.87,108,17.34,574.67,106.88,72.42,78.93,1339,39.22,100,4,96,39.22,17.28,2.54,19.41,0,0.0,118.10000002384186,229.09999999403956,13232,4.0,95.5
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),6,2026-04-01T10:59:10.196Z,862.84,108,17.37,574.63,106.89,72.4,78.93,1371,38.55,100,4,96,38.55,17.28,1.85,19.42,0,0.0,89.69999998807907,172.80000001192093,13234,4.0,95.5
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),7,2026-04-01T10:59:38.060Z,862.83,108,17.35,574.64,106.89,72.4,78.93,1353,38.54,100,4,96,38.54,17.28,1.85,19.42,0,0.0,145.30000001192093,229.7999999821186,13232,4.0,95.5
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),8,2026-04-01T11:00:05.922Z,862.84,108,17.35,574.66,106.88,72.4,78.93,1378,38.53,100,4,96,38.53,17.27,1.85,19.42,0,0.0,184.4000000059605,267.19999998807907,13232,4.0,95.5
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),9,2026-04-01T11:00:33.716Z,862.77,108,17.42,574.62,106.87,72.32,78.93,1311,40.6,100,4,96,40.6,17.28,3.91,19.41,0,0.0,110.09999999403954,226.2999999821186,13234,4.0,95.3
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),10,2026-04-01T11:01:01.436Z,862.67,108,17.35,574.61,106.88,72.29,78.93,1239,39.21,100,4,96,39.21,17.27,2.54,19.41,0,0.0,113.90000000596046,231.8999999761581,13232,4.0,95.5
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),11,2026-04-01T11:01:29.292Z,862.8,108,17.43,574.59,106.88,72.36,78.93,1428,38.55,100,4,96,38.55,17.28,1.85,19.42,0,0.0,244.19999998807907,323.09999999403954,13229,4.0,95.5
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),12,2026-04-01T11:01:57.090Z,862.87,108,17.38,574.67,106.9,72.36,78.94,1280,39.93,100,4,96,39.93,17.29,3.22,19.41,0,0.0,87.40000000596046,196.19999998807907,13232,4.0,95.4
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),13,2026-04-01T11:02:25.211Z,862.78,108,17.35,574.66,106.88,72.35,78.92,1549,40.6,100,4,96,40.6,17.27,3.92,19.42,0,0.0,343.7000000178814,493.59999999403954,13232,4.0,95.3
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),14,2026-04-01T11:02:53.090Z,862.67,108,17.36,574.53,106.88,72.35,78.93,1354,39.23,100,4,96,39.23,17.28,2.54,19.42,0,0.0,141.80000001192093,260.59999999403954,13232,4.0,95.5
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),15,2026-04-01T11:03:20.844Z,862.81,108,17.34,574.64,106.88,72.4,78.93,1420,40.53,100,4,96,40.53,17.35,3.76,19.42,0,0.0,94.5,296.09999999403954,13234,4.0,95.3
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),16,2026-04-01T11:03:48.712Z,862.6,108,17.33,574.57,106.88,72.27,78.93,1375,38.55,100,4,96,38.55,17.28,1.85,19.42,0,0.0,137.0,223.30000001192093,13234,4.0,95.5
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),17,2026-04-01T11:04:17.518Z,862.79,108,17.35,574.63,106.89,72.37,78.93,1370,39.93,100,4,96,39.93,17.29,3.22,19.42,0,0.0,143.19999998807907,262.69999998807907,13229,4.0,95.4
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),18,2026-04-01T11:04:46.336Z,862.9,108,17.43,574.68,106.89,72.36,78.93,2337,38.56,100,4,96,38.56,17.29,1.85,19.42,0,0.0,656.5,862.2999999821186,13229,4.0,95.5
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),19,2026-04-01T11:05:14.212Z,862.8,108,17.45,574.57,106.88,72.35,78.93,1366,38.62,100,4,96,38.62,17.35,1.85,19.42,0,0.0,169.90000000596046,256.59999999403954,13229,4.0,95.5
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),20,2026-04-01T11:05:42.032Z,862.81,108,17.36,574.63,106.87,72.4,78.93,1488,39.08,100,4,96,39.08,17.27,2.39,19.42,0,0.0,254.9000000059605,378.09999999403954,13232,4.0,95.5
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),21,2026-04-01T11:06:10.017Z,862.75,108,17.33,574.58,106.89,72.4,78.93,1327,40.58,100,4,96,40.58,17.27,3.9,19.41,0,0.0,99.09999999403954,218.0,13229,4.0,95.3
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),22,2026-04-01T11:06:38.945Z,862.89,108,17.4,574.64,106.89,72.41,78.93,1387,38.57,100,4,96,38.57,17.29,1.85,19.42,0,0.0,103.89999997615814,191.7999999821186,13229,4.0,95.5
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),23,2026-04-01T11:07:06.927Z,862.84,108,17.36,574.63,106.89,72.41,78.94,1507,40.63,100,4,96,40.63,17.28,3.93,19.42,0,0.0,91.59999999403954,313.09999999403954,13234,4.0,95.3
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),24,2026-04-01T11:07:34.654Z,862.89,108,17.41,574.66,106.88,72.4,78.93,1245,40.57,100,4,96,40.57,17.27,3.9,19.41,0,0.0,107.0,238.2999999821186,13225,4.0,95.3
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),25,2026-04-01T11:08:02.423Z,862.92,108,17.4,574.68,106.89,72.4,78.93,1329,39.91,100,4,96,39.91,17.27,3.22,19.42,0,0.0,117.30000001192091,231.2999999821186,13229,4.0,95.4
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),26,2026-04-01T11:08:30.252Z,862.92,108,17.41,574.67,106.88,72.41,78.93,1363,38.54,100,4,96,38.54,17.27,1.85,19.42,0,0.0,113.0,195.2000000178814,13227,4.0,95.5
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),27,2026-04-01T11:08:58.118Z,862.82,108,17.34,574.66,106.89,72.36,78.94,1348,39.23,100,4,96,39.23,17.28,2.54,19.41,0,0.0,99.5,213.59999999403956,13227,4.0,95.5
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),28,2026-04-01T11:09:25.972Z,862.81,108,17.41,574.62,106.88,72.36,78.93,1295,38.62,100,4,96,38.62,17.35,1.85,19.42,0,0.0,102.5,186.5,13227,4.0,95.5
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),29,2026-04-01T11:09:54.019Z,862.74,108,17.34,574.66,106.88,72.32,78.93,1507,38.49,100,4,96,38.49,17.25,1.85,19.4,0,0.0,237.0,319.09999999403954,13219,4.0,95.5
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),30,2026-04-01T11:10:22.003Z,862.76,108,17.36,574.64,106.82,72.4,78.93,1506,39.03,100,4,96,39.03,17.36,2.26,19.42,0,0.0,176.80000001192093,261.59999999403954,13229,4.0,95.5
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),31,2026-04-01T11:10:49.771Z,862.66,108,17.34,574.63,106.82,72.32,78.93,1489,39.76,100,4,96,39.76,17.26,3.08,19.42,0,0.0,241.19999998807907,358.2999999821186,13229,4.0,95.4
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),32,2026-04-01T11:11:17.452Z,862.68,108,17.32,574.61,106.83,72.37,78.93,1320,39.2,100,4,96,39.2,17.25,2.54,19.41,0,0.0,117.5,239.7000000178814,13227,4.0,95.5
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),33,2026-04-01T11:11:45.354Z,862.7,108,17.35,574.6,106.83,72.37,78.93,1359,39.26,100,4,96,39.26,17.3,2.55,19.41,0,0.0,145.7000000178814,260.0,13227,4.0,95.4
baseline2,Legacy (Baseline 2),worst_case,Worst-Case (Stress),34,2026-04-01T11:12:13.141Z,862.7,108,17.36,574.62,106.82,72.36,78.93,1424,39.23,100,4,96,39.23,17.28,2.54,19.41,0,0.0,104.90000000596046,223.09999999403956,13227,4.0,95.5
