runIndex,resourceType,requestCount,sizeBytes,sizeKB,cachedCount
49,Script,76,580284,566.68,0
49,Stylesheet,4,62684,61.21,0
49,Font,2,45526,44.46,0
49,Other,4,32656,31.89,0
49,Image,1,1049,1.02,0
49,Fetch,6,107940,105.41,0
49,XHR,1,423,0.41,0
50,Document,2,18864,18.42,0
50,Script,76,580244,566.64,0
50,Stylesheet,4,62689,61.22,0
50,Font,2,45526,44.46,0
50,Other,4,32671,31.91,0
50,Image,1,1049,1.02,0
50,Fetch,7,108189,105.65,0
50,XHR,1,423,0.41,0
50,Ping,2,8616,8.41,0
50,Preflight,1,0,0,0
